Country,Province,District,Rural/Urban,Date,Reporting Category,Cases,Disclaimer
Zambia,Southern,Kazungula,Urban,01/06/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2016,Community Health Worker,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2017,Community Health Worker,4,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2017,Community Health Worker,2,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2017,Community Health Worker,10,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2017,Community Health Worker,22,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2017,Community Health Worker,2,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2018,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2018,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2018,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2018,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2014,Health Facility,5,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2014,Health Facility,26,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2014,Health Facility,9,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2014,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2014,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2015,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2015,Health Facility,4,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2015,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2015,Health Facility,6,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2015,Health Facility,12,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2015,Health Facility,4,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2015,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2015,Health Facility,2,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2015,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2016,Health Facility,6,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2016,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2016,Health Facility,14,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2016,Health Facility,24,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2016,Health Facility,21,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2016,Health Facility,2,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2016,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2017,Health Facility,3,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/03/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2017,Health Facility,4,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/04/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2017,Health Facility,10,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/05/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2017,Health Facility,4,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/06/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2017,Health Facility,5,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/07/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/08/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2017,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/09/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/10/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/11/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2017,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/12/2017,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2018,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/01/2018,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2018,Health Facility,3,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Kazungula,Urban,01/02/2018,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Rural,01/01/2018,Health Facility,3,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Rural,01/01/2018,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Rural,01/02/2018,Health Facility,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Rural,01/02/2018,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/10/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/10/2014,Community Health Worker,4,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/11/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/11/2014,Community Health Worker,23,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/12/2014,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/12/2014,Community Health Worker,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/01/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/01/2015,Community Health Worker,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/02/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/02/2015,Community Health Worker,26,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/03/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/03/2015,Community Health Worker,57,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/04/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/04/2015,Community Health Worker,11,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/05/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/05/2015,Community Health Worker,8,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/06/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/06/2015,Community Health Worker,6,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/07/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/07/2015,Community Health Worker,2,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/08/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/08/2015,Community Health Worker,9,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/09/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/09/2015,Community Health Worker,5,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/10/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/10/2015,Community Health Worker,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/11/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/11/2015,Community Health Worker,5,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/12/2015,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/12/2015,Community Health Worker,7,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/01/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/01/2016,Community Health Worker,2,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/02/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/02/2016,Community Health Worker,13,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/03/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/03/2016,Community Health Worker,4,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/04/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/04/2016,Community Health Worker,14,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/05/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/05/2016,Community Health Worker,7,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/06/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/06/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/07/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/07/2016,Community Health Worker,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/08/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/08/2016,Community Health Worker,1,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
Zambia,Southern,Livingstone,Urban,01/09/2016,Health Facility,0,Simulated data from http://visualizenomalaria.org. Contact jdrummey@path.org for data questions.
